股票代號,股票名稱,產業別,收盤價,1.ROA(%),2.連續配息(年),3.填息天數(日),4.殖利率(%),5.EPS狀況,6.本業佔比(%),7.上市年資(年),年線狀態,乖離率(%),綜合結果
3526,凡甲,電子零組件業,253.5,15.53,19,13.8,6.1,PASS,90.08,18.61,Above,2.7,PASS
